day,energy_sum,Count,avg_energy
2011-11-23,90.38500010000001,13,6.952692315384616
2011-11-24,213.4119999,25,8.536479996
2011-11-25,303.99299990000014,32,9.499781246875004
2011-11-26,420.97599969999993,41,10.267707309756096
2011-11-27,444.88300059999995,41,10.850804892682925
2011-11-28,500.68599980000005,55,9.103381814545456
2011-11-29,584.3170005000003,63,9.274873023809528
2011-11-30,669.8269999999995,76,8.81351315789473
2011-12-01,848.9490005000001,92,9.227706527173915
2011-12-02,1014.5910005000004,100,10.145910005000005
2011-12-03,1194.8370001999997,110,10.862154547272725
2011-12-04,1358.707000399999,110,12.351881821818173
2011-12-05,1342.8440004,126,10.657492066666666
2011-12-06,1554.2130001000003,132,11.774340909848487
2011-12-07,1664.2450004999996,152,10.948980266447366
2011-12-08,1938.3639995999993,167,11.606970057485025
2011-12-09,2175.6259998000014,184,11.824054346739137
2011-12-10,2555.6519993999996,201,12.714686564179102
2011-12-11,2774.456001600001,201,13.803263689552244
